afdc_ra,badenglh,emp,expstat,fdst_ra,ged,kids,kidsud4,longafdc,married,minor02,minor03,minor04,neveradc,neverful,neverwrk,nodegree,single,numinhh,schlhgst,agesq,pre12ern,pre12wrk,bifid,age,caltime,site,treated
0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,1,1,3,15,1560,0,0,112339,40,20,3,1
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,5,9,1056,62,0,112342,33,20,3,1
0,0,1,1,0,,1,0,0,0,1,0,0,1,0,0,1,0,6,12,1560,3976,1,112343,40,20,3,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,12,870,4067,0,112347,30,20,3,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,9,650,,0,112348,26,20,3,1
0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5,11,992,4100,1,112349,32,20,3,1
0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,4,11,650,10000,1,112359,26,20,3,1
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,650,98,0,112367,26,19,3,0
1,0,1,0,1,0,1,0,0,,1,0,0,0,0,0,0,,4,13,756,0,,112374,28,19,3,1
0,0,1,0,0,,1,1,0,0,0,0,0,1,0,0,1,0,2,12,552,0,0,112403,24,19,3,0
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,10,1190,0,0,112416,35,19,3,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,10,600,6866,1,112434,25,20,3,1
,0,1,0,,0,,,,,0,0,0,0,1,0,1,,7,,1260,,,112435,36,19,3,0
,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,,12,930,,0,113144,31,23,1,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,6,12,756,112,0,113338,28,20,7,0
0,0,1,0,0,0,0,0,0,,1,0,0,1,0,0,1,,1,11,756,150,0,113344,28,20,7,0
1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,5,12,1482,,0,113346,39,20,7,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4,12,1332,,,113347,37,20,7,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,4,10,2070,,0,113350,46,21,7,1
1,0,1,1,,0,1,1,1,0,1,0,0,0,0,0,1,1,5,10,650,3432,,113352,26,21,7,0
1,0,0,0,1,0,1,0,1,,1,0,0,0,0,0,1,,23,11,1332,,0,113353,37,21,7,0
1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,5,13,756,,,113357,28,21,7,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,4,13,1122,,,113360,34,20,7,1
,0,0,1,,0,1,1,1,0,1,0,0,0,1,0,0,1,3,12,756,200,,113362,28,20,7,0
,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,8,756,89,,113364,28,20,7,0
1,0,0,1,1,1,1,1,1,,1,0,0,0,0,0,1,,5,9,930,,0,113365,31,20,7,1
1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,5,12,1122,560,0,113368,34,20,7,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,13,1260,,0,113414,36,28,13,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,11,812,204,0,113419,29,27,13,1
0,0,1,1,0,0,1,1,0,,0,0,0,0,1,0,0,,2,12,600,4349,1,113434,25,26,13,1
0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,1332,0,,113435,37,26,13,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,2352,,0,113444,49,26,13,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,12,1122,0,,113453,34,27,13,0
0,0,1,0,0,1,1,0,0,,0,0,0,1,0,0,1,,3,9,1406,,1,113552,38,20,3,0
1,0,0,0,1,0,,,0,0,1,0,0,0,0,1,0,1,4,14,1056,,0,116789,33,20,7,1
0,0,1,1,0,1,1,,1,0,1,0,0,0,0,0,1,1,1,10,812,30,0,116908,29,19,7,1
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,12,812,450,0,117051,29,26,13,1
0,0,0,1,1,0,1,,0,1,0,0,0,1,0,1,0,0,4,12,1482,,0,117053,39,31,13,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,10,1640,9000,1,117055,41,29,13,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,13,600,1000,0,117059,25,28,13,0
1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,12,1482,9000,1,117067,39,28,13,0
1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5,11,600,0,0,117074,25,28,13,1
,,1,1,,,,,,,0,0,0,,1,0,,,,,3782,,,117078,62,27,13,0
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,12,552,,0,117083,24,26,13,0
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,12,992,400,0,117101,32,33,13,0
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4,12,650,0,0,117105,26,31,13,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,13,1722,1800,0,117107,42,31,13,0
,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,4,11,650,,1,117118,26,26,13,0
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,13,600,9000,1,117129,25,28,13,1
1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,12,2352,0,0,117132,49,26,13,1
0,0,0,1,0,,1,0,0,1,0,0,0,1,0,0,1,0,3,12,702,4000,0,117137,27,27,13,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,14,1056,7000,1,117140,33,28,13,0
1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,4,12,702,,0,117146,27,25,13,1
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,3,11,756,,0,117152,28,26,13,1
1,0,0,1,1,0,1,0,,1,0,0,0,0,0,0,1,0,5,9,812,,0,117159,29,26,13,0
0,0,0,1,0,,1,0,0,1,0,0,0,1,0,1,1,0,5,10,1056,,0,117163,33,26,13,0
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,10,1482,3338,1,117167,39,26,13,1
0,0,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,2,12,552,,0,117173,24,29,13,0
0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,4,8,812,1500,0,117182,29,31,13,0
0,0,1,0,,0,,,0,0,0,0,0,1,1,0,0,0,3,12,1722,800,0,117769,42,20,7,0
1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,8,12,1056,200,0,117771,33,20,7,0
1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,3,11,1892,,,117798,44,20,7,1
1,0,0,1,1,0,1,1,0,,1,0,0,0,0,0,0,,2,12,600,2000,1,117855,25,20,7,0
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,12,870,,,117890,30,20,7,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,12,600,4000,1,117904,25,27,13,1
0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,6,8,1260,2034,1,117929,36,29,13,0
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,11,2070,10000,1,117939,46,29,13,0
1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,9,1260,0,0,117951,36,25,13,0
,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,13,3080,0,0,117952,56,26,13,1
1,0,0,0,1,1,1,1,1,,0,0,0,0,1,0,1,,5,9,756,,1,117958,28,28,13,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,992,0,0,117960,32,25,13,1
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,11,1482,1200,0,117964,39,25,13,1
0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,10,2352,17000,1,117984,49,27,13,1
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,14,870,2000,1,118053,30,26,13,1
1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,6,9,1260,0,0,118054,36,26,13,0
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,12,992,,0,118058,32,26,13,0
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2,12,650,,0,118062,26,25,13,1
1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,12,650,0,0,118063,26,26,13,1
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5,9,552,5352,0,118066,24,29,13,1
1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5,9,600,600,0,118068,25,29,13,1
0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,10,3782,0,0,118079,62,27,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,600,7400,0,118091,25,27,13,1
1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,5,13,756,0,0,118102,28,27,13,1
0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,5,12,870,0,0,118123,30,27,13,1
1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,2,11,812,180,0,118127,29,28,13,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1260,4560,0,118141,36,28,13,1
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,12,1806,5000,1,118143,43,29,13,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,552,,,118147,24,27,13,1
1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,10,930,4620,1,118184,31,27,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,552,5500,1,118193,24,29,13,0
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,12,2862,,0,118201,54,29,13,0
0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,12,552,3352,0,118231,24,32,13,0
0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,12,3422,6000,1,118477,59,21,5,1
0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,4,11,756,9800,1,118490,28,21,5,1
0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,12,1332,4300,1,118491,37,21,5,1
1,0,0,0,1,,1,1,1,0,0,0,0,0,0,0,1,1,4,9,702,,,118535,27,21,5,0
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,12,650,10000,1,118559,26,21,5,0
,0,1,1,1,0,,,0,0,0,0,0,1,0,0,0,0,3,14,1560,12000,1,118622,40,34,5,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,12,702,4200,1,118635,27,32,5,1
0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,6,13,1190,4600,1,118638,35,31,5,0
0,0,1,1,0,1,,,1,0,0,0,0,0,0,0,1,0,3,8,930,4500,1,118653,31,31,5,1
1,0,0,1,1,0,,,1,0,0,0,0,0,0,0,0,0,3,13,870,0,0,118656,30,31,5,1
1,0,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,3,12,756,1200,0,118675,28,30,5,1
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,12,992,6760,1,119483,32,26,5,0
1,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,,0,2,14,1640,0,0,119532,41,26,5,0
,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,12,552,1200,,119533,24,27,5,0
0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,6,9,812,,0,119538,29,26,5,1
1,0,0,1,1,,1,1,1,0,1,0,0,0,0,1,1,1,3,12,552,,0,119640,24,26,5,0
,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,5,10,1122,,,120372,34,25,1,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,13,702,0,0,120373,27,25,1,0
1,0,0,1,1,0,1,1,1,,1,0,0,0,0,0,0,,2,12,650,0,0,120388,26,25,1,0
1,0,0,0,1,1,1,0,1,,0,1,0,0,1,0,1,,4,10,1482,0,0,120399,39,25,1,0
1,0,1,1,1,1,1,,0,,1,0,0,0,0,0,,,2,,992,,0,121609,32,25,3,1
0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3,12,600,5628,1,121624,25,22,3,1
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,12,1560,723,0,121657,40,21,3,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,600,,,121658,25,22,3,0
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,5,9,1482,1500,0,121661,39,22,3,1
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6,7,1332,3000,0,121671,37,22,3,1
0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,992,,,121680,32,21,3,1
,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,14,1806,,0,121681,43,21,3,0
,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,12,1260,500,,121686,36,21,3,0
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,12,756,1506,0,121703,28,22,3,1
0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,1,0,4,9,992,6400,1,121716,32,22,3,0
1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,3,8,930,0,,121736,31,22,3,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,16,870,6000,0,121750,30,21,3,0
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,12,2862,3000,1,121760,54,21,3,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,3,10,1722,48,0,121765,42,21,3,0
1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,,3,12,2256,,,121792,48,21,3,0
0,0,1,1,0,0,1,0,0,,1,0,0,1,0,0,0,,5,12,1722,,1,121809,42,20,3,1
,0,0,1,,0,,,0,0,0,0,0,1,0,0,1,0,2,14,1406,0,0,121864,38,20,3,1
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,10,552,,0,121874,24,20,3,1
0,0,0,1,0,1,1,1,0,,0,0,0,0,0,0,1,,6,8,812,,0,121882,29,20,3,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1640,6240,0,121886,41,20,3,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,12,1122,9600,1,121905,34,21,3,0
1,0,0,1,1,0,1,1,,0,1,0,0,0,0,0,1,0,3,10,2070,57,0,121906,46,20,3,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,1122,,,121909,34,20,3,1
0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,6,11,870,,0,121937,30,21,3,1
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,4,11,1892,,1,121958,44,20,3,1
0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,4,11,600,40,0,121978,25,20,3,0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1640,0,0,121980,41,20,3,1
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,10,1406,15000,1,121995,38,20,3,1
0,0,1,0,0,0,,,0,0,0,0,0,1,0,0,1,0,1,8,4290,0,,122001,66,25,3,0
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,10,1056,,1,122005,33,24,3,1
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,9,3422,,,122008,59,24,3,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,13,2652,5000,0,122056,52,24,3,1
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,12,552,3000,0,122060,24,24,3,0
0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,1,0,3,10,930,,,122062,31,24,3,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,2256,,,122063,48,24,3,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,5,8,650,0,,122071,26,24,3,1
0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,9,600,5022,0,122074,25,23,3,1
1,0,1,1,1,0,1,1,0,,0,0,0,0,0,0,0,,3,12,870,274,0,122077,30,23,3,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,7,870,2700,0,122081,30,23,3,1
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,10,1722,,0,122084,42,24,3,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,8,552,160,0,122122,24,24,3,1
0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,5,8,552,3000,0,122129,24,25,3,0
1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,4,8,1056,,0,122130,33,24,3,1
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,756,1500,0,122134,28,22,3,1
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,10,1122,,1,122139,34,22,3,0
1,0,1,1,1,0,1,,0,1,0,0,0,0,0,0,1,0,4,9,600,300,0,122149,25,22,3,0
0,0,1,1,0,0,0,0,0,,0,0,0,1,0,0,1,,2,8,992,2400,0,122162,32,24,3,1
1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,12,870,,0,122163,30,24,3,0
0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,,0,5,12,1640,9000,1,122255,41,22,7,1
0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,15,650,3000,1,122300,26,21,7,1
1,0,0,1,1,0,,,0,0,1,0,0,0,1,0,0,0,3,14,992,1800,1,122367,32,21,7,0
0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,3,9,1056,,1,122369,33,21,7,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,5,10,2352,,0,122371,49,21,7,1
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,4,12,1122,,0,122376,34,21,7,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,650,3552,1,122377,26,21,7,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,4,12,870,0,0,122388,30,21,7,1
0,0,0,0,1,,1,1,0,0,1,0,0,0,0,0,1,1,8,12,812,0,0,122389,29,21,7,0
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,0,9,10,1122,0,0,122390,34,21,7,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,5,15,1056,,1,122391,33,21,7,1
0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,12,2162,2000,0,122400,47,21,7,1
,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,5,12,1260,,,122470,36,22,7,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,12,600,1200,1,122490,25,22,7,0
1,0,1,0,1,1,,,0,0,1,0,0,0,0,0,1,0,7,10,992,,0,122611,32,21,7,0
1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,2,9,650,450,0,122923,26,21,7,0
,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,3,11,1190,0,0,122995,35,32,7,0
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,,0,1,9,2070,,0,123207,46,36,6,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,12,1332,0,0,123217,37,36,6,0
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,4,10,1056,,0,123243,33,37,6,0
1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,13,1056,,0,123247,33,37,6,1
0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,2,9,650,15600,1,123329,26,38,6,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,13,930,6176,0,123349,31,38,6,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,10,870,,,123422,30,21,3,1
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,3,10,756,0,0,123436,28,21,3,0
1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,5,8,930,,0,123439,31,21,3,1
1,0,0,0,1,0,,,1,0,1,0,0,0,0,1,1,0,7,10,812,,0,123441,29,21,3,1
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,3,10,992,,,123442,32,21,3,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,5,10,650,,0,123449,26,21,3,1
1,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,552,13,0,123455,24,24,3,0
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,12,992,,0,123457,32,25,3,0
1,0,1,1,1,0,1,0,0,,0,0,0,0,0,0,1,,3,8,650,,,123461,26,24,3,1
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,4,9,812,,0,123462,29,24,3,0
1,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,3,12,2756,1366,0,123481,53,21,3,1
1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,10,756,,0,123483,28,21,3,1
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,,3192,532,0,123487,57,21,3,1
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,12,812,6500,1,123488,29,22,3,1
,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,6,9,1640,10000,1,123491,41,21,3,0
1,0,1,0,1,0,1,1,1,,1,0,0,0,0,0,1,,7,10,1640,0,0,123542,41,20,3,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,12,870,,0,123545,30,21,3,1
0,0,0,1,0,0,,,0,0,0,0,0,1,0,1,0,0,2,12,756,,0,123560,28,20,3,1
0,0,1,1,0,0,,,0,1,0,0,0,1,0,0,1,0,4,10,1190,0,,123561,35,20,3,1
1,0,0,0,1,0,1,,0,0,1,0,0,1,0,1,0,1,3,12,702,,0,123563,27,21,3,0
0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,3,9,870,,0,123570,30,20,3,1
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,3,9,1332,,0,123571,37,20,3,0
1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,4,10,600,,0,123575,25,21,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,8,1332,,0,123584,37,21,3,0
0,0,1,0,0,0,,,0,,0,1,0,1,0,1,1,,2,8,2162,,0,123687,47,23,4,1
0,0,0,0,0,1,,,1,0,0,0,0,0,0,0,1,0,7,11,650,0,0,123697,26,24,4,1
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3,13,756,360,0,123710,28,24,4,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,13,2450,,0,123718,50,24,4,0
1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,12,650,,,123719,26,23,4,1
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,11,552,350,0,123726,24,23,4,1
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,9,702,1000,0,123732,27,23,4,0
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,4,12,870,,0,123733,30,23,4,1
,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,12,870,,0,123734,30,23,4,1
,0,0,1,1,1,0,0,0,,0,0,0,1,0,0,1,,1,8,2970,,0,123736,55,23,4,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,12,812,146,0,123758,29,22,4,1
,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,11,1260,12000,1,123759,36,23,4,1
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,12,930,,0,123774,31,22,4,1
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,12,992,1646,0,123777,32,22,4,0
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,12,600,,0,123786,25,22,4,1
,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,11,1190,3438,1,123906,35,22,16,1
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,13,1260,450,1,123908,36,26,16,1
,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,11,702,1331,0,123970,27,25,16,1
1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,3,12,1406,0,0,124017,38,26,4,1
,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2,10,870,,1,124035,30,26,4,0
0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,11,650,4200,1,124037,26,26,4,1
1,0,0,1,1,,1,0,1,0,1,0,0,0,0,0,,1,2,12,870,,0,124044,30,26,4,1
0,,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,4,12,870,,,124050,30,26,4,0
0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,7,13,650,700,0,124082,26,25,4,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,14,930,,0,124099,31,25,4,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,2,11,1260,,0,124101,36,25,4,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,6,12,702,,0,124112,27,26,4,0
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,7,1056,3500,1,124148,33,25,4,0
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,13,1056,8000,0,124150,33,25,4,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,12,600,4000,0,124152,25,25,4,1
0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,12,930,,,124164,31,24,4,1
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,12,650,,0,124166,26,24,4,1
0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,12,600,6000,1,124174,25,25,4,0
0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2,12,650,,1,124182,26,24,4,0
0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,14,1260,3000,1,124189,36,24,4,1
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,9,650,2000,0,124193,26,25,4,1
0,0,0,1,0,0,,,0,0,1,0,0,1,1,0,0,0,4,12,930,,1,124254,31,22,4,1
